FeatureBagging,HBOS,IForest,KNN,AverageKNN
0.5073412531243856,0.5403201617659449,0.5091234869548124,0.5564961945684836,0.5333810767545708
0.510420419106103,0.5294499863649678,0.5093217609503898,0.5549693800941996,0.5267117576622709
0.4963532878900362,0.5391768464151537,0.498826798047288,0.5534464916424827,0.5230647229533644
0.5161156871287262,0.5459898213157993,0.507232134112776,0.5554587443587777,0.5277471021369383
0.520832959218489,0.5356658645644405,0.49650501912475087,0.5493180634618492,0.5270395244850682
0.5134352481648595,0.5255337059734662,0.5096403798235571,0.5411251038229286,0.5144095000785688
0.5244940470845978,0.5367657622066192,0.5219328568606676,0.542934167759082,0.5258722861709195
0.511952743479837,0.5224604278272933,0.5044485373756828,0.5322441796385277,0.5133214810425077
0.5013970994196146,0.5299787236907664,0.5077328611249512,0.5273629495966927,0.5121138058110358
0.5091961684688688,0.5388775175843759,0.5155723282297124,0.53248789180503,0.5090659969566798
0.5111534926625303,0.5243645292225099,0.5031774941617824,0.505929676549835,0.5052294270859635
0.5097359313771698,0.5335808836401341,0.514513001440864,0.5181746363052837,0.5074422195589431
0.5030410456976331,0.52723245757803,0.5123965550531425,0.5153590207585889,0.5054747803127934
0.5060445560834463,0.5273371516565709,0.5093252612049604,0.5149264787584725,0.5087680015084735
0.5137122657389743,0.5422679833913141,0.5030714846818539,0.5222747166423521,0.5088800359106721
0.508568847593238,0.5175848777121311,0.4794492416973859,0.5138542420620894,0.5005324670223927
0.5092609752947056,0.52375448587266,0.4845225458977081,0.5046613762853885,0.5001302938913507
0.5100635593220338,0.5270127118644069,0.47298728813559326,0.506885593220339,0.5
0.5018684872439814,0.5244834710743802,0.4863232123607618,0.5058075817463169,0.5009791591807403
0.5002558715794011,0.5236254758313582,0.475952560511384,0.5044036845507434,0.5010863319686849
0.5084949712643678,0.5461027298850575,0.50625,0.5541666666666667,0.5351472701149425
0.5228089080459771,0.5477909482758622,0.5181214080459771,0.5561242816091954,0.5335668103448277
0.5031051509370441,0.5390898889013579,0.5189619571316351,0.5486847716305691,0.5246021770845024
0.5165221879962072,0.5514719991920417,0.501695029372654,0.5631256768054224,0.5297093033042132
0.5078728402724851,0.5539060579564065,0.5169551167288314,0.557067989956348,0.5266586673640801
0.5090158045977011,0.5316810344827587,0.5115481321839082,0.534051724137931,0.5136673850574712
0.5076446280991735,0.5444169960474309,0.5232168523176429,0.5461058210564139,0.5187477542220625
0.5129971307077138,0.5367698234868861,0.5070980184371113,0.5312748368903877,0.5138312011962121
0.5170359328821846,0.5360243615804497,0.5052962641610665,0.5473941841553197,0.5180798081963294
0.5046487510550038,0.533160791567152,0.5130304200262179,0.5360048126133568,0.5180899491802395
0.5255400721892004,0.5282898162946469,0.5070999515147162,0.5302202488911236,0.507591538420098
0.528759412007835,0.5310686110661851,0.5151647887577048,0.5220834007224109,0.5040725465883157
0.5283719123065296,0.5349849693041411,0.5074232659675175,0.5334195759513358,0.5028887908178563
0.5039778211776326,0.5350697016634117,0.5191763755135025,0.5146676543875008,0.5019934002289715
0.5051956213143912,0.5364406066420913,0.5088982028536642,0.5269302630914509,0.5100461770663256
0.5045234854291252,0.5294497866185179,0.48072048091910585,0.5156178636715081,0.5026567481402763
0.5012259524707658,0.5185442151209786,0.49946785579565667,0.507764365648183,0.500969984372474
0.49229659566108164,0.5258600656731498,0.49830653082989523,0.49736072521119257,0.5027880216665264
0.5075421552606533,0.5261708298166539,0.4933265394077613,0.4963029971088405,0.4995577962540629
0.5107593310193056,0.5298753095937883,0.4822031967697879,0.5181042928468264,0.5
0.5075140297863155,0.5493515720555435,0.4952289733074322,0.5505611914526225,0.5303034390963379
0.50589314012004,0.548214662482773,0.4941719526483778,0.5562558639606031,0.5306867511525909
0.503569295302767,0.5209958547221586,0.5077347830578048,0.5519551968670143,0.5213933163570059
